occ_title,a_mean_2017,a_mean_2018,a_mean_2019,a_mean_2020,a_mean_2021,a_mean_2022,a_mean_2023,a_mean_2024
"Sawing Machine Setters, Operators, and Tenders, Wood",30670.0,31200.0,32150.0,33290.0,35280.0,37450.0,40120.0,42390.0
"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",30370.0,31110.0,32180.0,33540.0,35560.0,38060.0,40360.0,42290.0
"Woodworkers, All Other",33650.0,34530.0,35270.0,35710.0,36080.0,36870.0,39520.0,43730.0
Plant and System Operators,60700.0,61820.0,63230.0,65490.0,66210.0,70400.0,72810.0,75480.0
Nuclear Power Reactor Operators,94350.0,95310.0,100990.0,104470.0,111220.0,117510.0,121240.0,122830.0
Power Distributors and Dispatchers,82310.0,85340.0,88910.0,93260.0,95520.0,101360.0,105460.0,109620.0
Power Plant Operators,75970.0,78030.0,79370.0,81890.0,83740.0,88960.0,91880.0,95990.0
Stationary Engineers and Boiler Operators,62710.0,63690.0,65970.0,68170.0,70510.0,72570.0,73170.0,79710.0
Water and Wastewater Treatment Plant and System Operators,48290.0,49490.0,50490.0,51890.0,52320.0,55690.0,58050.0,60620.0
Chemical Plant and System Operators,61620.0,61570.0,62710.0,65460.0,69020.0,79290.0,79450.0,76290.0
Gas Plant Operators,69600.0,71470.0,71050.0,73290.0,76970.0,78430.0,83020.0,85470.0
"Petroleum Pump System Operators, Refinery Operators, and Gaugers",68190.0,70630.0,73830.0,77610.0,80500.0,84140.0,88120.0,90970.0
"Plant and System Operators, All Other",57150.0,58300.0,59500.0,59600.0,55480.0,60070.0,59890.0,64490.0
Other Production Occupations,35940.0,37270.0,38770.0,40510.0,41820.0,44260.0,46710.0,49030.0
Chemical Equipment Operators and Tenders,50690.0,51070.0,51540.0,53330.0,52450.0,54210.0,57350.0,59800.0
"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",42540.0,44140.0,45370.0,46850.0,47060.0,48980.0,51960.0,53830.0
"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",37220.0,38060.0,39270.0,41290.0,42790.0,45310.0,46390.0,49400.0
"Grinding and Polishing Workers, Hand",30840.0,31900.0,33060.0,34380.0,35990.0,38770.0,41490.0,43550.0
"Mixing and Blending Machine Setters, Operators, and Tenders",38730.0,39360.0,39920.0,40960.0,42490.0,45220.0,47950.0,49990.0
"Cutters and Trimmers, Hand",30360.0,31600.0,32340.0,34190.0,34330.0,37830.0,39260.0,41960.0
"Cutting and Slicing Machine Setters, Operators, and Tenders",34630.0,35700.0,36750.0,38220.0,40010.0,41980.0,44700.0,46420.0
"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",35430.0,36800.0,37240.0,38440.0,40050.0,41940.0,44610.0,47040.0
"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",39280.0,40610.0,41350.0,41910.0,43910.0,46180.0,47540.0,49250.0
"Inspectors, Testers, Sorters, Samplers, and Weighers",41040.0,42010.0,43000.0,44580.0,44810.0,47290.0,49260.0,51670.0
Jewelers and Precious Stone and Metal Workers,42180.0,43570.0,45950.0,48050.0,47090.0,50530.0,52000.0,55030.0
Dental Laboratory Technicians,41990.0,43180.0,44330.0,45230.0,47320.0,49930.0,52390.0,54060.0
Medical Appliance Technicians,40460.0,42180.0,44200.0,45630.0,46320.0,46240.0,48860.0,51410.0
Ophthalmic Laboratory Technicians,34030.0,34490.0,34800.0,36640.0,38910.0,40140.0,41280.0,41760.0
Packaging and Filling Machine Operators and Tenders,31990.0,32740.0,33590.0,35220.0,36750.0,39060.0,41200.0,43630.0
"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",35670.0,36510.0,41260.0,42140.0,43900.0,46440.0,48480.0,51610.0
"Painters, Transportation Equipment",46380.0,46460.0,,,,,,
"Painting, Coating, and Decorating Workers",33090.0,33960.0,35600.0,37540.0,38250.0,41770.0,44050.0,44130.0
Semiconductor Processors,38860.0,39810.0,,,,,,
Photographic Process Workers and Processing Machine Operators,32870.0,34910.0,36890.0,39390.0,40300.0,42750.0,41900.0,46050.0
Adhesive Bonding Machine Operators and Tenders,34630.0,35850.0,36010.0,37640.0,38580.0,40100.0,44400.0,45670.0
"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",32270.0,33090.0,34230.0,34600.0,35820.0,39130.0,41500.0,43380.0
Cooling and Freezing Equipment Operators and Tenders,33590.0,34520.0,37010.0,39610.0,42910.0,44240.0,44840.0,44290.0
Etchers and Engravers,33860.0,34550.0,33770.0,35230.0,36970.0,40950.0,42780.0,43280.0
"Molders, Shapers, and Casters, Except Metal and Plastic",33810.0,35190.0,36000.0,37370.0,39020.0,41680.0,44710.0,46730.0
"Paper Goods Machine Setters, Operators, and Tenders",39770.0,40320.0,40980.0,41480.0,44180.0,46390.0,48910.0,51750.0
Tire Builders,41980.0,45530.0,45010.0,45980.0,47840.0,50600.0,53930.0,56230.0
Helpers--Production Workers,28070.0,29380.0,30540.0,32000.0,32910.0,35740.0,38160.0,40080.0
"Production Workers, All Other",32910.0,34490.0,33830.0,35620.0,36230.0,38860.0,41400.0,42940.0
Supervisors of Transportation and Material Moving Workers,56330.0,58070.0,57850.0,58330.0,58630.0,60850.0,63860.0,65680.0
Aircraft Cargo Handling Supervisors,52970.0,55110.0,57960.0,59620.0,62080.0,61150.0,64950.0,66190.0
"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",56400.0,58140.0,57840.0,58300.0,58580.0,60850.0,63840.0,65670.0
Air Transportation Workers,96890.0,101910.0,104130.0,111420.0,119590.0,131630.0,140030.0,155670.0
"Airline Pilots, Copilots, and Flight Engineers",161280.0,169560.0,174870.0,186870.0,198190.0,225740.0,250050.0,280570.0
Commercial Pilots,89350.0,96530.0,102870.0,110830.0,115080.0,123250.0,138010.0,142960.0
Air Traffic Controllers,120260.0,120830.0,120140.0,127440.0,127920.0,130840.0,136790.0,142740.0
Airfield Operations Specialists,56060.0,56760.0,57620.0,58360.0,54360.0,64050.0,62140.0,67120.0
Flight Attendants,52660.0,56630.0,56230.0,59150.0,62280.0,67020.0,70980.0,78950.0
Motor Vehicle Operators,38210.0,39400.0,40710.0,42770.0,44330.0,47110.0,49830.0,51770.0
"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",26740.0,29010.0,29600.0,30700.0,31060.0,33570.0,34420.0,35550.0
"Bus Drivers, Transit and Intercity",43290.0,44650.0,45830.0,48110.0,51310.0,53920.0,59860.0,58390.0
"Bus Drivers, School or Special Client",32130.0,33390.0,,,,,,
Driver/Sales Workers,29090.0,29610.0,30230.0,31870.0,31970.0,35560.0,38230.0,39670.0
Heavy and Tractor-Trailer Truck Drivers,44500.0,45570.0,46850.0,48710.0,50340.0,53090.0,55990.0,58400.0
Light Truck or Delivery Services Drivers,35610.0,36920.0,,,,,,
Taxi Drivers and Chauffeurs,27480.0,28450.0,,,,,,
"Motor Vehicle Operators, All Other",32690.0,35640.0,37300.0,40200.0,36410.0,37650.0,39970.0,40980.0
Rail Transportation Workers,62900.0,64380.0,67240.0,65360.0,68330.0,70040.0,72150.0,75090.0
Locomotive Engineers,65980.0,66920.0,71570.0,70660.0,72940.0,73850.0,75870.0,81540.0
Locomotive Firers,62220.0,69030.0,,,,,,
"Rail Yard Engineers, Dinkey Operators, and Hostlers",51930.0,54640.0,52690.0,55200.0,58070.0,58430.0,57580.0,60810.0
"Railroad Brake, Signal, and Switch Operators",58500.0,58890.0,,,,,,
Railroad Conductors and Yardmasters,63370.0,66080.0,68350.0,65440.0,66990.0,69190.0,72220.0,75490.0
Subway and Streetcar Operators,63950.0,62970.0,63770.0,65480.0,71520.0,75880.0,77370.0,75620.0
"Rail Transportation Workers, All Other",59950.0,58490.0,54170.0,54670.0,54140.0,46780.0,50730.0,53500.0
Water Transportation Workers,65720.0,66040.0,71240.0,73530.0,80780.0,82200.0,79030.0,80150.0
Sailors and Marine Oilers,46560.0,46180.0,53250.0,55680.0,57800.0,53350.0,53470.0,55320.0
"Captains, Mates, and Pilots of Water Vessels",80970.0,82380.0,87420.0,89740.0,98330.0,104190.0,97820.0,97660.0
Motorboat Operators,45870.0,50350.0,49030.0,53500.0,44410.0,47300.0,51810.0,55370.0
Ship Engineers,77970.0,75710.0,79540.0,81110.0,96910.0,100980.0,100550.0,105600.0
Other Transportation Workers,31440.0,32460.0,33240.0,34970.0,35900.0,37750.0,40110.0,40640.0
Bridge and Lock Tenders,47280.0,47660.0,47880.0,49610.0,44760.0,46910.0,50070.0,56520.0
Parking Lot Attendants,24330.0,25130.0,,,,,,
Automotive and Watercraft Service Attendants,25100.0,25940.0,26860.0,28150.0,29960.0,32340.0,34530.0,35800.0
Traffic Technicians,49290.0,50700.0,52590.0,53140.0,53210.0,54720.0,56680.0,61310.0
Transportation Inspectors,73720.0,75330.0,77530.0,81320.0,77620.0,79770.0,83920.0,86490.0
"Transportation Attendants, Except Flight Attendants",31800.0,30640.0,,,,,,
"Transportation Workers, All Other",40050.0,42870.0,,,39990.0,40290.0,43530.0,45040.0
Material Moving Workers,30320.0,31560.0,31790.0,33290.0,34900.0,37270.0,39620.0,41100.0
Conveyor Operators and Tenders,34480.0,35110.0,36150.0,37540.0,37010.0,40060.0,42900.0,44800.0
Crane and Tower Operators,55690.0,58160.0,60530.0,64010.0,65270.0,65220.0,68040.0,71560.0
Dredge Operators,46340.0,47500.0,51340.0,53790.0,50530.0,51770.0,53700.0,55820.0
Excavating and Loading Machine and Dragline Operators,46780.0,48680.0,,,,,,
"Loading Machine Operators, Underground Mining",51780.0,51450.0,,,,,,
Hoist and Winch Operators,54910.0,56390.0,62690.0,62730.0,58450.0,69120.0,65810.0,64070.0
Industrial Truck and Tractor Operators,35370.0,36480.0,37930.0,39210.0,40950.0,43240.0,45720.0,47830.0
Cleaners of Vehicles and Equipment,25770.0,26900.0,27940.0,29400.0,30550.0,32730.0,35250.0,36290.0
"Laborers and Freight, Stock, and Material Movers, Hand",29690.0,30890.0,32130.0,33710.0,34950.0,37510.0,39760.0,41420.0
Machine Feeders and Offbearers,30710.0,31710.0,33010.0,34470.0,36660.0,39100.0,41000.0,42840.0
"Packers and Packagers, Hand",25410.0,26490.0,27680.0,29270.0,30950.0,33310.0,35450.0,36600.0
Gas Compressor and Gas Pumping Station Operators,61960.0,62900.0,62710.0,63770.0,67130.0,61500.0,63810.0,71750.0
"Pump Operators, Except Wellhead Pumpers",47040.0,47510.0,49120.0,51830.0,54400.0,59150.0,58650.0,61950.0
Wellhead Pumpers,53120.0,53870.0,55080.0,60500.0,67170.0,65510.0,69930.0,70070.0
Refuse and Recyclable Material Collectors,38920.0,40560.0,41400.0,42620.0,42780.0,45560.0,47810.0,51210.0
Mine Shuttle Car Operators,56510.0,56150.0,,,,,,
"Tank Car, Truck, and Ship Loaders",40290.0,42330.0,47580.0,50670.0,55330.0,58680.0,60530.0,60010.0
"Material Moving Workers, All Other",35620.0,35000.0,36530.0,37770.0,40190.0,43290.0,45840.0,46650.0
Administrative Services and Facilities Managers,,,106550.0,108120.0,,,,
"Education and Childcare Administrators, Preschool and Daycare",,,53690.0,54940.0,53800.0,57610.0,61320.0,62640.0
"Education Administrators, Kindergarten through Secondary",,,100340.0,103010.0,102650.0,106690.0,111020.0,113360.0
Gambling Managers,,,84700.0,85440.0,89190.0,95830.0,98270.0,102480.0
Funeral Home Managers,,,95220.0,91530.0,82900.0,84770.0,84800.0,85650.0
"Personal Service Managers, All Other; Entertainment and Recreation Managers, Except Gambling; and Managers, All Other",,,118710.0,123980.0,,,,
"Project Management Specialists and Business Operations Specialists, All Other",,,80220.0,84290.0,,,,
Property Appraisers and Assessors,,,63610.0,65630.0,70050.0,80460.0,76110.0,77160.0
"Financial and Investment Analysts, Financial Risk Specialists, and Financial Specialists, All Other",,,94160.0,96630.0,,,,
Database Administrators and Architects,,,96110.0,101090.0,,,,
Software Developers and Software Quality Assurance Analysts and Testers,,,111620.0,114270.0,,,,
Web Developers and Digital Interface Designers,,,82370.0,85490.0,,,,
"Data Scientists and Mathematical Science Occupations, All Other",,,100560.0,103930.0,,,,
Bioengineers and Biomedical Engineers,,,97090.0,98340.0,101020.0,108060.0,106700.0,115020.0
Aerospace Engineering and Operations Technologists and Technicians,,,68340.0,70680.0,73510.0,77060.0,81280.0,86330.0
Civil Engineering Technologists and Technicians,,,55480.0,56590.0,58000.0,61480.0,63770.0,68450.0
Electrical and Electronic Engineering Technologists and Technicians,,,66240.0,68310.0,69070.0,70810.0,74440.0,78580.0
Electro-Mechanical and Mechatronics Technologists and Technicians,,,61420.0,62800.0,63880.0,65920.0,72430.0,75710.0
Environmental Engineering Technologists and Technicians,,,54740.0,56570.0,56590.0,58020.0,58780.0,63070.0
Industrial Engineering Technologists and Technicians,,,59400.0,59920.0,61230.0,63470.0,66640.0,69780.0
Mechanical Engineering Technologists and Technicians,,,59160.0,60880.0,63390.0,64530.0,67990.0,72450.0
"Calibration Technologists and Technicians and Engineering Technologists and Technicians, Except Drafters, All Other",,,65940.0,67640.0,,,,
Geological and Hydrologic Technicians,,,60800.0,61130.0,,,,
Occupational Health and Safety Specialists and Technicians,,,72690.0,74480.0,75150.0,78750.0,81690.0,83770.0
"Educational, Guidance, and Career Counselors and Advisors",,,61000.0,62320.0,63090.0,64200.0,66990.0,71520.0
Health Education Specialists,,,60500.0,62120.0,64930.0,66710.0,69790.0,71700.0
"Family and Consumer Sciences Teachers, Postsecondary",,,85270.0,81580.0,93230.0,89840.0,89630.0,84450.0
"Career/Technical Education Teachers, Postsecondary",,,60420.0,61710.0,63130.0,65500.0,68300.0,68710.0
"Preschool, Elementary, Middle, Secondary, and Special Education Teachers",,,61420.0,63100.0,64870.0,65580.0,68890.0,68130.0
"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",,,58980.0,59810.0,60650.0,63130.0,65430.0,64660.0
Self-Enrichment Teachers,,,46120.0,47930.0,49230.0,50320.0,52890.0,53330.0
"Substitute Teachers, Short-Term",,,32460.0,36090.0,38410.0,42680.0,43570.0,44930.0
"Tutors and Teachers and Instructors, All Other",,,48700.0,50390.0,,,,
Librarians and Media Collections Specialists,,,61920.0,63560.0,64180.0,64770.0,68570.0,69180.0
Other Educational Instruction and Library Occupations,,,35330.0,36790.0,38620.0,40410.0,43220.0,42980.0
Farm and Home Management Educators,,,52720.0,54870.0,58040.0,58450.0,61430.0,60470.0
"Teaching Assistants, Postsecondary",,,36460.0,39460.0,41170.0,41900.0,47030.0,47560.0
"Teaching Assistants, Except Postsecondary",,,29640.0,30630.0,31760.0,33740.0,36430.0,35960.0
"Educational Instruction and Library Workers, All Other",,,45970.0,47210.0,49650.0,52250.0,54910.0,55700.0
Special Effects Artists and Animators,,,84780.0,88080.0,86220.0,111130.0,109630.0,110110.0
"Miscellaneous Entertainers and Performers, Sports and Related Workers",,,,,,,,
Broadcast Announcers and Radio Disc Jockeys,,,53580.0,57300.0,56110.0,155730.0,86950.0,80110.0
"News Analysts, Reporters, and Journalists",,,62400.0,66000.0,63230.0,86290.0,101430.0,106030.0
Court Reporters and Simultaneous Captioners,,,64990.0,66710.0,65240.0,70290.0,71040.0,74630.0
Audio and Video Technicians,,,51260.0,53390.0,55310.0,57710.0,59260.0,61370.0
"Camera Operators, Television, Video, and Film",,,64960.0,67590.0,61740.0,69940.0,71890.0,79870.0
"Lighting Technicians and Media and Communication Equipment Workers, All Other",,,73700.0,74880.0,,,,
Healthcare Diagnosing or Treating Practitioners,,,102470.0,105220.0,112160.0,118990.0,124800.0,128550.0
Family Medicine Physicians,,,213270.0,214370.0,235930.0,224460.0,240790.0,256830.0
General Internal Medicine Physicians,,,201440.0,210960.0,242190.0,225270.0,245450.0,262710.0
"Physicians, All Other; and Ophthalmologists, Except Pediatric",,,203450.0,218850.0,,,,
"Surgeons, Except Ophthalmologists",,,252040.0,251650.0,,,,
"Acupuncturists and Healthcare Diagnosing or Treating Practitioners, All Other",,,89060.0,97270.0,,,,
Radiologic Technologists and Technicians,,,63120.0,64840.0,66490.0,70240.0,75250.0,79760.0
"Medical Dosimetrists, Medical Records Specialists, and Health Technologists and Technicians, All Other",,,46590.0,48270.0,,,,
"Health Information Technologists, Medical Registrars, Surgical Assistants, and Healthcare Practitioners and Technical Workers, All Other",,,58600.0,60900.0,,,,
"Home Health and Personal Care Aides; and Nursing Assistants, Orderlies, and Psychiatric Aides",,,27860.0,29320.0,30440.0,32440.0,35120.0,36690.0
Home Health and Personal Care Aides,,,26440.0,28060.0,29260.0,30930.0,33380.0,34990.0
First-Line Supervisors of Firefighting and Prevention Workers,,,82010.0,83170.0,83270.0,84810.0,90740.0,97030.0
"Miscellaneous First-Line Supervisors, Protective Service Workers",,,53210.0,55210.0,,,,
Firefighting and Prevention Workers,,,55040.0,56800.0,55910.0,57200.0,61340.0,64820.0
Gambling Surveillance Officers and Gambling Investigators,,,38030.0,39910.0,38080.0,39290.0,42460.0,46710.0
Crossing Guards and Flaggers,,,32920.0,34220.0,35670.0,37490.0,40650.0,42910.0
"School Bus Monitors and Protective Service Workers, All Other",,,34880.0,36140.0,,,,
Fast Food and Counter Workers,,,23250.0,24540.0,26060.0,28130.0,30110.0,31350.0
First-Line Supervisors of Gambling Services Workers,,,51850.0,51160.0,52590.0,56400.0,62110.0,62600.0
"First-Line Supervisors of Personal Service and Entertainment and Recreation Workers, Except Gambling Services",,,43400.0,45820.0,,,,
Animal Caretakers,,,27060.0,28380.0,29520.0,32160.0,33530.0,34750.0
Gambling Dealers,,,23980.0,26110.0,28960.0,34350.0,40030.0,40420.0
Gambling and Sports Book Writers and Runners,,,27830.0,27130.0,29110.0,32310.0,32030.0,32570.0
"Gambling Service Workers, All Other",,,32000.0,33340.0,31790.0,34340.0,35650.0,37590.0
"Morticians, Undertakers, and Funeral Arrangers",,,58360.0,59000.0,56360.0,58430.0,58020.0,56340.0
Exercise Trainers and Group Fitness Instructors,,,45110.0,45650.0,45870.0,50170.0,51270.0,51360.0
"Crematory Operators and Personal Care and Service Workers, All Other",,,29190.0,30330.0,,,,
Gambling Change Persons and Booth Cashiers,,,28010.0,29110.0,29130.0,32950.0,36030.0,36820.0
"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",,,66760.0,70490.0,71110.0,77390.0,81080.0,81260.0
Gambling Cage Workers,,,29600.0,29700.0,30770.0,33370.0,36750.0,38600.0
Public Safety Telecommunicators,,,44310.0,45800.0,47030.0,49370.0,52140.0,54800.0
"Shipping, Receiving, and Inventory Clerks",,,36030.0,37210.0,38210.0,40450.0,42730.0,44890.0
Legal Secretaries and Administrative Assistants,,,50900.0,52750.0,52540.0,54180.0,56330.0,60320.0
Medical Secretaries and Administrative Assistants,,,38090.0,39000.0,39740.0,41260.0,43380.0,45580.0
Tile and Stone Setters,,,47300.0,48490.0,53330.0,53680.0,53920.0,57590.0
Pile Driver Operators,,,70230.0,71880.0,75950.0,70220.0,70260.0,79000.0
Elevator and Escalator Installers and Repairers,,,83250.0,86200.0,91320.0,93960.0,100060.0,104860.0
"Service Unit Operators, Oil and Gas",,,51390.0,52510.0,55660.0,57170.0,59390.0,61530.0
"Excavating and Loading Machine and Dragline Operators, Surface Mining",,,48580.0,48500.0,49850.0,53490.0,55500.0,57860.0
"Loading and Moving Machine Operators, Underground Mining",,,53730.0,56100.0,57330.0,62420.0,63620.0,68470.0
"Earth Drillers, Except Oil and Gas; and Explosives Workers, Ordnance Handling Experts, and Blasters",,,48890.0,51040.0,,,,
"Underground Mining Machine Operators and Extraction Workers, All Other",,,52280.0,53730.0,,,,
Audiovisual Equipment Installers and Repairers,,,42130.0,44850.0,46120.0,48450.0,52720.0,55740.0
Watch and Clock Repairers,,,45280.0,48560.0,45460.0,49580.0,56140.0,62450.0
Miscellaneous Assemblers and Fabricators,,,34800.0,35980.0,37780.0,40250.0,42400.0,44860.0
"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",,,35640.0,36950.0,38580.0,40290.0,42550.0,43820.0
Semiconductor Processing Technicians,,,41950.0,45210.0,45910.0,48370.0,48970.0,59640.0
Computer Numerically Controlled Tool Operators,,,43170.0,44300.0,46240.0,47940.0,51030.0,52900.0
Computer Numerically Controlled Tool Programmers,,,59730.0,61010.0,62360.0,64580.0,67650.0,69880.0
Light Truck Drivers,,,38520.0,41050.0,42630.0,45020.0,46090.0,47950.0
"Passenger Vehicle Drivers, Except Bus Drivers, Transit and Intercity",,,33210.0,34360.0,,,,
"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",,,62380.0,55890.0,63050.0,64810.0,62840.0,63170.0
Parking Attendants,,,26450.0,27910.0,29210.0,31230.0,32700.0,34190.0
Passenger Attendants,,,29420.0,30410.0,34380.0,36230.0,36780.0,38480.0
"Aircraft Service Attendants and Transportation Workers, All Other",,,42940.0,43920.0,,,,
Stockers and Order Fillers,,,29660.0,31010.0,33020.0,35550.0,37990.0,38910.0
Public Relations Managers,,,,,138000.0,150030.0,159420.0,163520.0
Fundraising Managers,,,,,119400.0,124450.0,133620.0,137290.0
Facilities Managers,,,,,101970.0,105970.0,111110.0,114520.0
"Entertainment and Recreation Managers, Except Gambling",,,,,73810.0,79750.0,84080.0,87060.0
"Personal Service Managers, All Other",,,,,59580.0,60510.0,62980.0,70620.0
Project Management Specialists,,,,,98420.0,101610.0,104920.0,108100.0
Financial and Investment Analysts,,,,,103020.0,108790.0,112950.0,116490.0
Financial Risk Specialists,,,,,110610.0,116140.0,118950.0,119930.0
Database Architects,,,,,121840.0,136540.0,137030.0,142620.0
Software Developers,,,,,120990.0,132930.0,138110.0,144570.0
Software Quality Assurance Analysts and Testers,,,,,97710.0,105750.0,108460.0,110260.0
Web and Digital Interface Designers,,,,,95460.0,101740.0,108820.0,111450.0
Data Scientists,,,,,108660.0,115240.0,119040.0,124590.0
"Mathematical Science Occupations, All Other",,,,,77960.0,82160.0,83330.0,84700.0
Calibration Technologists and Technicians,,,,,62800.0,67200.0,67360.0,71080.0
"Engineering Technologists and Technicians, Except Drafters, All Other",,,,,68290.0,70550.0,75290.0,79740.0
Clinical and Counseling Psychologists,,,,,99640.0,102740.0,106600.0,106850.0
School Psychologists,,,,,82770.0,87550.0,91990.0,93610.0
Agricultural Technicians,,,,,44850.0,45640.0,46810.0,49680.0
Food Science Technicians,,,,,47870.0,51320.0,54000.0,54400.0
"Geological Technicians, Except Hydrologic Technicians",,,,,59080.0,60810.0,64590.0,58220.0
Hydrologic Technicians,,,,,71760.0,66640.0,61500.0,64410.0
Tutors,,,,,41780.0,44820.0,48580.0,47780.0
"Teachers and Instructors, All Other",,,,,62200.0,66450.0,70340.0,71610.0
"Disc Jockeys, Except Radio",,,,,,,,
Lighting Technicians,,,,,58020.0,74020.0,73250.0,70000.0
Cardiologists,,,,,353970.0,421330.0,423250.0,432490.0
Dermatologists,,,,,302740.0,327650.0,342860.0,347810.0
Emergency Medicine Physicians,,,,,310640.0,316600.0,306640.0,320700.0
Neurologists,,,,,267660.0,255510.0,271470.0,286310.0
"Physicians, Pathologists",,,,,267180.0,252850.0,270560.0,266020.0
Radiologists,,,,,301720.0,329080.0,353960.0,359820.0
"Physicians, All Other",,,,,231500.0,238700.0,248640.0,253470.0
"Ophthalmologists, Except Pediatric",,,,,270090.0,265450.0,312120.0,301500.0
"Orthopedic Surgeons, Except Pediatric",,,,,306220.0,371400.0,378250.0,365060.0
Pediatric Surgeons,,,,,290310.0,362970.0,449320.0,450810.0
"Surgeons, All Other",,,,,297800.0,347870.0,343990.0,371280.0
Acupuncturists,,,,,71770.0,82390.0,84260.0,89750.0
"Healthcare Diagnosing or Treating Practitioners, All Other",,,,,113230.0,123960.0,123840.0,128680.0
Medical Dosimetrists,,,,,124750.0,129080.0,131850.0,141420.0
Emergency Medical Technicians,,,,,36690.0,40120.0,43100.0,44790.0
Paramedics,,,,,49500.0,53560.0,57450.0,60610.0
Medical Records Specialists,,,,,48310.0,51090.0,53690.0,55970.0
Health Information Technologists and Medical Registrars,,,,,61410.0,65280.0,70260.0,73410.0
Surgical Assistants,,,,,59170.0,61200.0,65190.0,67190.0
First-Line Supervisors of Security Workers,,,,,55080.0,54750.0,59580.0,62990.0
School Bus Monitors,,,,,30220.0,31040.0,33970.0,35270.0
"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",,,,,47130.0,48630.0,50650.0,51400.0
Crematory Operators,,,,,39660.0,43120.0,44290.0,44790.0
"Underground Mining Machine Operators, All Other",,,,,60290.0,61990.0,65290.0,67830.0
"Bus Drivers, School",,,,,38750.0,42400.0,45210.0,46660.0
Shuttle Drivers and Chauffeurs,,,,,32570.0,35000.0,36920.0,39070.0
Taxi Drivers,,,,,30050.0,32710.0,35120.0,39310.0
Aircraft Service Attendants,,,,,38640.0,39400.0,42110.0,43630.0
